time,residual_load
2018-03-26 00:00:00,119.95724696885596
2018-03-26 00:15:00,120.64131170302025
2018-03-26 00:30:00,121.22757716427219
2018-03-26 00:45:00,121.6878561455611
2018-03-26 01:00:00,122.00672836909013
2018-03-26 01:15:00,122.15820716602764
2018-03-26 01:30:00,122.18799315849341
2018-03-26 01:45:00,122.13780273436569
2018-03-26 02:00:00,122.05826317898881
2018-03-26 02:15:00,121.98702736828446
2018-03-26 02:30:00,122.05215120131884
2018-03-26 02:45:00,122.34762953462085
2018-03-26 03:00:00,122.98128547687207
2018-03-26 03:15:00,124.04538964473545
2018-03-26 03:30:00,125.63370941627426
2018-03-26 03:45:00,127.82541471313573
2018-03-26 04:00:00,130.66957945608505
2018-03-26 04:15:00,134.13845553435004
2018-03-26 04:30:00,138.30556938662622
2018-03-26 04:45:00,143.13662795106876
2018-03-26 05:00:00,148.56783939780323
2018-03-26 05:15:00,146.38666515338235
2018-03-26 05:30:00,144.62710390444107
2018-03-26 05:45:00,143.15735549378132
2018-03-26 06:00:00,141.83640919398508
2018-03-26 06:15:00,138.9269349636387
2018-03-26 06:30:00,135.87314356200736
2018-03-26 06:45:00,132.5416871710244
2018-03-26 07:00:00,128.8000043309888
2018-03-26 07:15:00,108.13174723393178
2018-03-26 07:30:00,86.87524006335795
2018-03-26 07:45:00,65.0141568117363
2018-03-26 08:00:00,42.480640378873616
2018-03-26 08:15:00,-7.098527162621082
2018-03-26 08:30:00,-57.28251874343518
2018-03-26 08:45:00,-108.0391952004261
2018-03-26 09:00:00,-159.23512747410416
2018-03-26 09:15:00,-119.278563800636
2018-03-26 09:30:00,-79.60260882664346
2018-03-26 09:45:00,-40.12263643845077
2018-03-26 10:00:00,-0.7634502862599248
2018-03-26 10:15:00,17.448280218639404
2018-03-26 10:30:00,35.62760103225996
2018-03-26 10:45:00,53.842054120134065
2018-03-26 11:00:00,72.08041579925771
2018-03-26 11:15:00,74.89270720569239
2018-03-26 11:30:00,77.61720475666932
2018-03-26 11:45:00,80.23262109387778
2018-03-26 12:00:00,82.63473860617003
2018-03-26 12:15:00,80.98852494661978
2018-03-26 12:30:00,78.92699101166275
2018-03-26 12:45:00,76.40167294420237
2018-03-26 13:00:00,73.3213112780337
2018-03-26 13:15:00,53.334508313101125
2018-03-26 13:30:00,32.67965664808096
2018-03-26 13:45:00,11.401657228680257
2018-03-26 14:00:00,-10.485401408293782
2018-03-26 14:15:00,2.3634765520159036
2018-03-26 14:30:00,14.749991768307623
2018-03-26 14:45:00,26.76128657385548
2018-03-26 15:00:00,38.4974695132084
2018-03-26 15:15:00,38.921572744604774
2018-03-26 15:30:00,39.371976269480015
2018-03-26 15:45:00,39.997969624995406
2018-03-26 16:00:00,40.909601664974346
2018-03-26 16:15:00,63.212202257163106
2018-03-26 16:30:00,86.00481318858436
2018-03-26 16:45:00,109.40670348174962
2018-03-26 17:00:00,133.4310423840855
2018-03-26 17:15:00,135.42238879816782
2018-03-26 17:30:00,138.02463628100543
2018-03-26 17:45:00,141.21727890012139
2018-03-26 18:00:00,144.96276533969885
2018-03-26 18:15:00,144.44339998831026
2018-03-26 18:30:00,144.29268479425764
2018-03-26 18:45:00,144.40575056166443
2018-03-26 19:00:00,144.69222142990856
2018-03-26 19:15:00,145.1257823234787
2018-03-26 19:30:00,145.5622135072797
2018-03-26 19:45:00,145.94960604324208
2018-03-26 20:00:00,146.22600852477973
2018-03-26 20:15:00,146.32116259350113
2018-03-26 20:30:00,146.27271175695103
2018-03-26 20:45:00,146.0935000512248
2018-03-26 21:00:00,145.810511644594
2018-03-26 21:15:00,145.37706498062525
2018-03-26 21:30:00,144.91486815305655
2018-03-26 21:45:00,144.45178350036633
2018-03-26 22:00:00,144.0318150323616
2018-03-26 22:15:00,143.59926821632146
2018-03-26 22:30:00,143.2643729202654
2018-03-26 22:45:00,143.03788666673537
2018-03-26 23:00:00,142.9034677889203
2018-03-26 23:15:00,142.94962638336122
2018-03-26 23:30:00,143.05247619493213
2018-03-26 23:45:00,143.1764445003419
2018-03-27 00:00:00,143.28125184533874
2018-03-27 00:15:00,143.3989064564126
2018-03-27 00:30:00,143.42011710723406
2018-03-27 00:45:00,143.3136482491083
2018-03-27 01:00:00,143.07102585884712
2018-03-27 01:15:00,142.73098628441454
2018-03-27 01:30:00,142.2764422075345
2018-03-27 01:45:00,141.733276348349
2018-03-27 02:00:00,141.17042964000703
2018-03-27 02:15:00,140.62248189431364
2018-03-27 02:30:00,140.21579687253683
2018-03-27 02:45:00,140.04989979941013
2018-03-27 03:00:00,140.2181425880732
2018-03-27 03:15:00,140.7897068589547
2018-03-27 03:30:00,141.8885903664164
2018-03-27 03:45:00,143.59363144702286
2018-03-27 04:00:00,145.95940880469033
2018-03-27 04:15:00,148.98726527454377
2018-03-27 04:30:00,152.70596719761778
2018-03-27 04:45:00,157.09891736013162
2018-03-27 05:00:00,162.10585906462768
2018-03-27 05:15:00,155.94986470912346
2018-03-27 05:30:00,150.22656401387806
2018-03-27 05:45:00,144.78928979685742
2018-03-27 06:00:00,139.51259504134686
2018-03-27 06:15:00,124.05238521518791
2018-03-27 06:30:00,108.45421323979458
2018-03-27 06:45:00,92.57297660459072
2018-03-27 07:00:00,76.30166037794055
2018-03-27 07:15:00,56.81337819023299
2018-03-27 07:30:00,36.738219756446384
2018-03-27 07:45:00,16.037119663175602
2018-03-27 08:00:00,-5.298310690006559
2018-03-27 08:15:00,-40.63627650873352
2018-03-27 08:30:00,-76.56704884001812
2018-03-27 08:45:00,-113.01812361051412
2018-03-27 09:00:00,-149.95332728143265
2018-03-27 09:15:00,-166.07158878735106
2018-03-27 09:30:00,-182.490546550751
2018-03-27 09:45:00,-199.07872573358677
2018-03-27 10:00:00,-215.7690199855808
2018-03-27 10:15:00,-232.09941800375984
2018-03-27 10:30:00,-248.42296908912257
2018-03-27 10:45:00,-264.71069579421726
2018-03-27 11:00:00,-280.9883352606033
2018-03-27 11:15:00,-276.19652745752506
2018-03-27 11:30:00,-271.4639791441361
2018-03-27 11:45:00,-266.83845608031567
2018-03-27 12:00:00,-262.43513232226354
2018-03-27 12:15:00,-239.84846551315735
2018-03-27 12:30:00,-217.6483180219125
2018-03-27 12:45:00,-195.90636649680087
2018-03-27 13:00:00,-174.72709106271412
2018-03-27 13:15:00,-149.58274962935437
2018-03-27 13:30:00,-125.06910489362649
2018-03-27 13:45:00,-101.21107384635621
2018-03-27 14:00:00,-77.94036854636605
2018-03-27 14:15:00,-75.31678998151475
2018-03-27 14:30:00,-73.15656616329713
2018-03-27 14:45:00,-71.38128630094764
2018-03-27 15:00:00,-69.84420510331226
2018-03-27 15:15:00,-32.02362543135005
2018-03-27 15:30:00,5.813512214820982
2018-03-27 15:45:00,43.841035333426234
2018-03-27 16:00:00,82.17465088126147
2018-03-27 16:15:00,95.14422716076024
2018-03-27 16:30:00,108.63859915438888
2018-03-27 16:45:00,122.71078710456527
2018-03-27 17:00:00,137.42666832085598
2018-03-27 17:15:00,137.57145693748296
2018-03-27 17:30:00,138.33943618515897
2018-03-27 17:45:00,139.72721426776246
2018-03-27 18:00:00,141.6495405497821
2018-03-27 18:15:00,141.06757703643004
2018-03-27 18:30:00,140.8536755231819
2018-03-27 18:45:00,140.91089741063493
2018-03-27 19:00:00,141.15679368554498
2018-03-27 19:15:00,141.51354414753433
2018-03-27 19:30:00,141.8754055448014
2018-03-27 19:45:00,142.19505258669116
2018-03-27 20:00:00,142.4184471039388
2018-03-27 20:15:00,142.45661606491552
2018-03-27 20:30:00,142.362300133489
2018-03-27 20:45:00,142.14486398655663
2018-03-27 21:00:00,141.82365319270605
2018-03-27 21:15:00,141.42459402597427
2018-03-27 21:30:00,140.98981556730394
2018-03-27 21:45:00,140.56923009804476
2018-03-27 22:00:00,140.19586128642578
2018-03-27 22:15:00,139.90189242709738
2018-03-27 22:30:00,139.70740657412003
2018-03-27 22:45:00,139.626330733059
2018-03-27 23:00:00,139.64549130561855
2018-03-27 23:15:00,139.73853232128744
2018-03-27 23:30:00,139.8880494204117
2018-03-27 23:45:00,140.06773847385236
2018-03-28 00:00:00,140.23243283516055
2018-03-28 00:15:00,140.32597073857156
2018-03-28 00:30:00,140.33022414767748
2018-03-28 00:45:00,140.21517263711266
2018-03-28 01:00:00,139.9594021128459
2018-03-28 01:15:00,139.53482258782364
2018-03-28 01:30:00,138.99416448818607
2018-03-28 01:45:00,138.3759095220606
2018-03-28 02:00:00,137.7374446471519
2018-03-28 02:15:00,137.1470695808021
2018-03-28 02:30:00,136.70375517781946
2018-03-28 02:45:00,136.500192902999
2018-03-28 03:00:00,136.6329001560588
2018-03-28 03:15:00,137.21170951730332
2018-03-28 03:30:00,138.32102197537648
2018-03-28 03:45:00,140.03674098572696
2018-03-28 04:00:00,142.41466842414337
2018-03-28 04:15:00,145.48541963691267
2018-03-28 04:30:00,149.24816847966363
2018-03-28 04:45:00,153.6894931542233
2018-03-28 05:00:00,158.74231594529707
2018-03-28 05:15:00,157.36949413087333
2018-03-28 05:30:00,156.41203746888377
2018-03-28 05:45:00,155.77907347929042
2018-03-28 06:00:00,155.2819919503551
2018-03-28 06:15:00,156.05850179815081
2018-03-28 06:30:00,156.72212587804708
2018-03-28 06:45:00,157.10883106094587
